,Chromosome,Start,End,Threshold,Sequence_id
3335,chr1,4860,4872,50,KJ473814.1
3336,chr1,5193,5212,50,KJ473814.1
3337,chr1,5224,5242,50,KJ473814.1
3338,chr1,5477,5502,50,KJ473814.1
3339,chr1,5586,5604,50,KJ473814.1
3340,chr1,6602,6618,50,KJ473814.1
3341,chr1,7339,7361,50,KJ473814.1
3342,chr1,7375,7389,50,KJ473814.1
3343,chr1,7622,7634,50,KJ473814.1
3344,chr1,8970,8986,50,KJ473814.1
3345,chr1,9327,9339,50,KJ473814.1
3346,chr1,10418,10438,50,KJ473814.1
3347,chr1,10494,10510,50,KJ473814.1
3348,chr1,10701,10713,50,KJ473814.1
3349,chr1,11237,11258,50,KJ473814.1
3350,chr1,11401,11415,50,KJ473814.1
3351,chr1,11886,11898,50,KJ473814.1
3352,chr1,12271,12291,50,KJ473814.1
3353,chr1,12392,12410,50,KJ473814.1
3354,chr1,13012,13039,50,KJ473814.1
3355,chr1,13362,13381,50,KJ473814.1
3356,chr1,13812,13830,50,KJ473814.1
3357,chr1,13833,13854,50,KJ473814.1
3358,chr1,15270,15289,50,KJ473814.1
3359,chr1,15294,15314,50,KJ473814.1
3360,chr1,15449,15467,50,KJ473814.1
3361,chr1,15537,15553,50,KJ473814.1
3362,chr1,15774,15791,50,KJ473814.1
3363,chr1,15811,15825,50,KJ473814.1
3364,chr1,16065,16082,50,KJ473814.1
3365,chr1,16146,16159,50,KJ473814.1
3366,chr1,16378,16396,50,KJ473814.1
3367,chr1,17016,17033,50,KJ473814.1
3368,chr1,17041,17053,50,KJ473814.1
3369,chr1,17094,17122,50,KJ473814.1
3370,chr1,17311,17332,50,KJ473814.1
3371,chr1,17370,17382,50,KJ473814.1
3372,chr1,18116,18134,50,KJ473814.1
3373,chr1,18142,18162,50,KJ473814.1
3374,chr1,18456,18468,50,KJ473814.1
3375,chr1,18531,18543,50,KJ473814.1
3376,chr1,18758,18774,50,KJ473814.1
3377,chr1,18813,18833,50,KJ473814.1
3378,chr1,21491,21510,50,KJ473814.1
3379,chr1,22112,22136,50,KJ473814.1
3380,chr1,22284,22304,50,KJ473814.1
3381,chr1,22435,22453,50,KJ473814.1
3382,chr1,22566,22586,50,KJ473814.1
3383,chr1,23940,23956,50,KJ473814.1
3384,chr1,25055,25075,50,KJ473814.1
3385,chr1,25963,25981,50,KJ473814.1
3386,chr1,26114,26137,50,KJ473814.1
3387,chr1,26589,26610,50,KJ473814.1
3388,chr1,26835,26851,50,KJ473814.1
3389,chr1,27384,27405,50,KJ473814.1
3390,chr1,28149,28161,50,KJ473814.1
3391,chr1,28482,28500,50,KJ473814.1
3392,chr1,28698,28710,50,KJ473814.1
3393,chr1,29513,29531,50,KJ473814.1
3394,chr1,48,64,150,KJ473814.1
3395,chr1,526,542,150,KJ473814.1
3396,chr1,813,836,150,KJ473814.1
3397,chr1,1196,1208,150,KJ473814.1
3398,chr1,3467,3484,150,KJ473814.1
3399,chr1,4287,4307,150,KJ473814.1
3400,chr1,4510,4524,150,KJ473814.1
3401,chr1,5194,5212,150,KJ473814.1
3402,chr1,5479,5501,150,KJ473814.1
3403,chr1,7341,7359,150,KJ473814.1
3404,chr1,11242,11258,150,KJ473814.1
3405,chr1,13014,13038,150,KJ473814.1
3406,chr1,13363,13379,150,KJ473814.1
3407,chr1,13815,13829,150,KJ473814.1
3408,chr1,13835,13851,150,KJ473814.1
3409,chr1,17019,17033,150,KJ473814.1
3410,chr1,17094,17121,150,KJ473814.1
3411,chr1,21497,21509,150,KJ473814.1
3412,chr1,22113,22134,150,KJ473814.1
3413,chr1,22439,22453,150,KJ473814.1
3414,chr1,22567,22585,150,KJ473814.1
3415,chr1,26117,26137,150,KJ473814.1
3416,chr1,26592,26606,150,KJ473814.1
3417,chr1,26839,26851,150,KJ473814.1
3418,chr1,530,542,300,KJ473814.1
3419,chr1,813,835,300,KJ473814.1
3420,chr1,4287,4303,300,KJ473814.1
3421,chr1,5198,5212,300,KJ473814.1
3422,chr1,5479,5501,300,KJ473814.1
3423,chr1,7341,7359,300,KJ473814.1
3424,chr1,13015,13038,300,KJ473814.1
3425,chr1,13835,13851,300,KJ473814.1
3426,chr1,17019,17033,300,KJ473814.1
3427,chr1,17095,17121,300,KJ473814.1
3428,chr1,21497,21509,300,KJ473814.1
3429,chr1,22113,22134,300,KJ473814.1
3430,chr1,26117,26137,300,KJ473814.1
3431,chr1,54,70,50,KJ473815.1
3432,chr1,139,160,50,KJ473815.1
3433,chr1,344,364,50,KJ473815.1
3434,chr1,633,668,50,KJ473815.1
3435,chr1,910,930,50,KJ473815.1
3436,chr1,1016,1028,50,KJ473815.1
3437,chr1,1275,1293,50,KJ473815.1
3438,chr1,1660,1683,50,KJ473815.1
3439,chr1,2357,2369,50,KJ473815.1
3440,chr1,3073,3087,50,KJ473815.1
3441,chr1,3435,3458,50,KJ473815.1
3442,chr1,4332,4348,50,KJ473815.1
3443,chr1,5081,5097,50,KJ473815.1
3444,chr1,5306,5324,50,KJ473815.1
3445,chr1,7191,7212,50,KJ473815.1
3446,chr1,7445,7457,50,KJ473815.1
3447,chr1,9057,9071,50,KJ473815.1
3448,chr1,10241,10261,50,KJ473815.1
3449,chr1,10524,10536,50,KJ473815.1
3450,chr1,10810,10824,50,KJ473815.1
3451,chr1,11224,11238,50,KJ473815.1
3452,chr1,11546,11560,50,KJ473815.1
3453,chr1,11709,11721,50,KJ473815.1
3454,chr1,12094,12116,50,KJ473815.1
3455,chr1,12216,12233,50,KJ473815.1
3456,chr1,12399,12419,50,KJ473815.1
3457,chr1,12837,12859,50,KJ473815.1
3458,chr1,13122,13143,50,KJ473815.1
3459,chr1,13185,13204,50,KJ473815.1
3460,chr1,13635,13653,50,KJ473815.1
3461,chr1,13656,13677,50,KJ473815.1
3462,chr1,13726,13738,50,KJ473815.1
3463,chr1,14255,14273,50,KJ473815.1
3464,chr1,14701,14721,50,KJ473815.1
3465,chr1,15090,15112,50,KJ473815.1
3466,chr1,15272,15290,50,KJ473815.1
3467,chr1,15597,15614,50,KJ473815.1
3468,chr1,15634,15648,50,KJ473815.1
3469,chr1,15890,15912,50,KJ473815.1
3470,chr1,15967,15982,50,KJ473815.1
3471,chr1,16199,16219,50,KJ473815.1
3472,chr1,16627,16639,50,KJ473815.1
3473,chr1,16915,16946,50,KJ473815.1
3474,chr1,17784,17802,50,KJ473815.1
3475,chr1,17963,17985,50,KJ473815.1
3476,chr1,18279,18291,50,KJ473815.1
3477,chr1,18513,18535,50,KJ473815.1
3478,chr1,18732,18752,50,KJ473815.1
3479,chr1,20169,20183,50,KJ473815.1
3480,chr1,21003,21024,50,KJ473815.1
3481,chr1,21353,21371,50,KJ473815.1
3482,chr1,21631,21651,50,KJ473815.1
3483,chr1,21799,21815,50,KJ473815.1
3484,chr1,22393,22413,50,KJ473815.1
3485,chr1,22627,22639,50,KJ473815.1
3486,chr1,22885,22897,50,KJ473815.1
3487,chr1,23063,23075,50,KJ473815.1
3488,chr1,23758,23778,50,KJ473815.1
3489,chr1,24314,24328,50,KJ473815.1
3490,chr1,24881,24901,50,KJ473815.1
3491,chr1,25789,25807,50,KJ473815.1
3492,chr1,25940,25963,50,KJ473815.1
3493,chr1,26001,26023,50,KJ473815.1
3494,chr1,26415,26436,50,KJ473815.1
3495,chr1,26661,26677,50,KJ473815.1
3496,chr1,27210,27231,50,KJ473815.1
3497,chr1,27531,27554,50,KJ473815.1
3498,chr1,27717,27736,50,KJ473815.1
3499,chr1,27763,27781,50,KJ473815.1
3500,chr1,27968,27980,50,KJ473815.1
3501,chr1,28301,28319,50,KJ473815.1
3502,chr1,28517,28529,50,KJ473815.1
3503,chr1,29157,29173,50,KJ473815.1
3504,chr1,346,362,150,KJ473815.1
3505,chr1,637,655,150,KJ473815.1
3506,chr1,1661,1682,150,KJ473815.1
3507,chr1,3436,3457,150,KJ473815.1
3508,chr1,4333,4347,150,KJ473815.1
3509,chr1,12094,12114,150,KJ473815.1
3510,chr1,12839,12855,150,KJ473815.1
3511,chr1,13186,13202,150,KJ473815.1
3512,chr1,13638,13652,150,KJ473815.1
3513,chr1,13658,13674,150,KJ473815.1
3514,chr1,14257,14273,150,KJ473815.1
3515,chr1,14702,14720,150,KJ473815.1
3516,chr1,16201,16219,150,KJ473815.1
3517,chr1,16917,16945,150,KJ473815.1
3518,chr1,17965,17981,150,KJ473815.1
3519,chr1,18515,18534,150,KJ473815.1
3520,chr1,21632,21651,150,KJ473815.1
3521,chr1,25943,25963,150,KJ473815.1
3522,chr1,26418,26432,150,KJ473815.1
3523,chr1,26665,26677,150,KJ473815.1
3524,chr1,27532,27554,150,KJ473815.1
3525,chr1,350,362,300,KJ473815.1
3526,chr1,1662,1681,300,KJ473815.1
3527,chr1,3436,3456,300,KJ473815.1
3528,chr1,12098,12114,300,KJ473815.1
3529,chr1,12839,12855,300,KJ473815.1
3530,chr1,13658,13674,300,KJ473815.1
3531,chr1,16203,16219,300,KJ473815.1
3532,chr1,16917,16945,300,KJ473815.1
3533,chr1,18515,18533,300,KJ473815.1
3534,chr1,25943,25963,300,KJ473815.1
3535,chr1,1,17,50,KJ473816.1
3536,chr1,59,75,50,KJ473816.1
3537,chr1,102,118,50,KJ473816.1
3538,chr1,148,165,50,KJ473816.1
3539,chr1,349,369,50,KJ473816.1
3540,chr1,638,662,50,KJ473816.1
3541,chr1,917,935,50,KJ473816.1
3542,chr1,1017,1034,50,KJ473816.1
3543,chr1,1280,1298,50,KJ473816.1
3544,chr1,1665,1688,50,KJ473816.1
3545,chr1,2180,2199,50,KJ473816.1
3546,chr1,2863,2885,50,KJ473816.1
3547,chr1,3084,3098,50,KJ473816.1
3548,chr1,3177,3189,50,KJ473816.1
3549,chr1,3445,3469,50,KJ473816.1
3550,chr1,4334,4359,50,KJ473816.1
3551,chr1,4696,4708,50,KJ473816.1
3552,chr1,5058,5076,50,KJ473816.1
3553,chr1,5092,5108,50,KJ473816.1
3554,chr1,5313,5335,50,KJ473816.1
3555,chr1,7209,7223,50,KJ473816.1
3556,chr1,8020,8040,50,KJ473816.1
3557,chr1,9068,9080,50,KJ473816.1
3558,chr1,10252,10272,50,KJ473816.1
3559,chr1,10535,10547,50,KJ473816.1
3560,chr1,10821,10835,50,KJ473816.1
3561,chr1,10848,10868,50,KJ473816.1
3562,chr1,11235,11249,50,KJ473816.1
3563,chr1,11557,11571,50,KJ473816.1
3564,chr1,11720,11732,50,KJ473816.1
3565,chr1,12105,12127,50,KJ473816.1
3566,chr1,12227,12244,50,KJ473816.1
3567,chr1,12848,12870,50,KJ473816.1
3568,chr1,13133,13156,50,KJ473816.1
3569,chr1,13196,13215,50,KJ473816.1
3570,chr1,13646,13664,50,KJ473816.1
3571,chr1,13667,13688,50,KJ473816.1
3572,chr1,14266,14284,50,KJ473816.1
3573,chr1,14712,14732,50,KJ473816.1
3574,chr1,15101,15123,50,KJ473816.1
3575,chr1,15283,15301,50,KJ473816.1
3576,chr1,15608,15625,50,KJ473816.1
3577,chr1,15645,15659,50,KJ473816.1
3578,chr1,15901,15923,50,KJ473816.1
3579,chr1,15978,15993,50,KJ473816.1
3580,chr1,16212,16229,50,KJ473816.1
3581,chr1,16638,16650,50,KJ473816.1
3582,chr1,16926,16953,50,KJ473816.1
3583,chr1,17144,17167,50,KJ473816.1
3584,chr1,17795,17813,50,KJ473816.1
3585,chr1,17974,17996,50,KJ473816.1
3586,chr1,18284,18303,50,KJ473816.1
3587,chr1,18524,18546,50,KJ473816.1
3588,chr1,18743,18763,50,KJ473816.1
3589,chr1,20180,20194,50,KJ473816.1
3590,chr1,21326,21338,50,KJ473816.1
3591,chr1,21757,21769,50,KJ473816.1
3592,chr1,22246,22268,50,KJ473816.1
3593,chr1,22380,22400,50,KJ473816.1
3594,chr1,22611,22623,50,KJ473816.1
3595,chr1,22869,22886,50,KJ473816.1
3596,chr1,23011,23030,50,KJ473816.1
3597,chr1,23047,23059,50,KJ473816.1
3598,chr1,23406,23427,50,KJ473816.1
3599,chr1,23742,23762,50,KJ473816.1
3600,chr1,24329,24343,50,KJ473816.1
3601,chr1,24399,24417,50,KJ473816.1
3602,chr1,24869,24885,50,KJ473816.1
3603,chr1,25406,25427,50,KJ473816.1
3604,chr1,25773,25791,50,KJ473816.1
3605,chr1,25924,25947,50,KJ473816.1
3606,chr1,25987,26007,50,KJ473816.1
3607,chr1,26400,26416,50,KJ473816.1
3608,chr1,26649,26661,50,KJ473816.1
3609,chr1,26672,26689,50,KJ473816.1
3610,chr1,27198,27216,50,KJ473816.1
3611,chr1,27515,27538,50,KJ473816.1
3612,chr1,27701,27720,50,KJ473816.1
3613,chr1,27747,27765,50,KJ473816.1
3614,chr1,27952,27964,50,KJ473816.1
3615,chr1,28501,28513,50,KJ473816.1
3616,chr1,351,367,150,KJ473816.1
3617,chr1,638,661,150,KJ473816.1
3618,chr1,917,935,150,KJ473816.1
3619,chr1,1021,1033,150,KJ473816.1
3620,chr1,1666,1687,150,KJ473816.1
3621,chr1,2186,2198,150,KJ473816.1
3622,chr1,2865,2883,150,KJ473816.1
3623,chr1,3447,3468,150,KJ473816.1
3624,chr1,4336,4358,150,KJ473816.1
3625,chr1,5313,5331,150,KJ473816.1
3626,chr1,12105,12125,150,KJ473816.1
3627,chr1,12850,12866,150,KJ473816.1
3628,chr1,13197,13213,150,KJ473816.1
3629,chr1,13649,13663,150,KJ473816.1
3630,chr1,13669,13685,150,KJ473816.1
3631,chr1,14270,14284,150,KJ473816.1
3632,chr1,15101,15121,150,KJ473816.1
3633,chr1,16926,16952,150,KJ473816.1
3634,chr1,17146,17166,150,KJ473816.1
3635,chr1,17976,17992,150,KJ473816.1
3636,chr1,18526,18545,150,KJ473816.1
3637,chr1,22248,22266,150,KJ473816.1
3638,chr1,25408,25427,150,KJ473816.1
3639,chr1,25927,25947,150,KJ473816.1
3640,chr1,26675,26689,150,KJ473816.1
3641,chr1,27516,27538,150,KJ473816.1
3642,chr1,355,367,300,KJ473816.1
3643,chr1,638,660,300,KJ473816.1
3644,chr1,921,933,300,KJ473816.1
3645,chr1,1667,1686,300,KJ473816.1
3646,chr1,2865,2883,300,KJ473816.1
3647,chr1,3447,3467,300,KJ473816.1
3648,chr1,12109,12125,300,KJ473816.1
3649,chr1,12850,12866,300,KJ473816.1
3650,chr1,13669,13685,300,KJ473816.1
3651,chr1,15105,15121,300,KJ473816.1
3652,chr1,16928,16952,300,KJ473816.1
3653,chr1,17146,17166,300,KJ473816.1
3654,chr1,18526,18544,300,KJ473816.1
3655,chr1,22250,22266,300,KJ473816.1
3656,chr1,25410,25426,300,KJ473816.1
3657,chr1,25927,25947,300,KJ473816.1
3658,chr1,107,123,50,KF294457.1
3659,chr1,235,251,50,KF294457.1
3660,chr1,293,309,50,KF294457.1
3661,chr1,336,352,50,KF294457.1
3662,chr1,382,399,50,KF294457.1
3663,chr1,583,603,50,KF294457.1
3664,chr1,874,891,50,KF294457.1
3665,chr1,1149,1169,50,KF294457.1
3666,chr1,1629,1641,50,KF294457.1
3667,chr1,1883,1905,50,KF294457.1
3668,chr1,1929,1952,50,KF294457.1
3669,chr1,2251,2269,50,KF294457.1
3670,chr1,2990,3010,50,KF294457.1
3671,chr1,3387,3399,50,KF294457.1
3672,chr1,3673,3693,50,KF294457.1
3673,chr1,4540,4570,50,KF294457.1
3674,chr1,4897,4917,50,KF294457.1
3675,chr1,5267,5283,50,KF294457.1
3676,chr1,5524,5542,50,KF294457.1
3677,chr1,7410,7430,50,KF294457.1
3678,chr1,7663,7675,50,KF294457.1
3679,chr1,9143,9163,50,KF294457.1
3680,chr1,9368,9380,50,KF294457.1
3681,chr1,10459,10481,50,KF294457.1
3682,chr1,10742,10754,50,KF294457.1
3683,chr1,11285,11299,50,KF294457.1
3684,chr1,11442,11456,50,KF294457.1
3685,chr1,11923,11939,50,KF294457.1
3686,chr1,12312,12332,50,KF294457.1
3687,chr1,12428,12446,50,KF294457.1
3688,chr1,13052,13074,50,KF294457.1
3689,chr1,13337,13358,50,KF294457.1
3690,chr1,13400,13419,50,KF294457.1
3691,chr1,13849,13893,50,KF294457.1
3692,chr1,13916,13942,50,KF294457.1
3693,chr1,14103,14115,50,KF294457.1
3694,chr1,15305,15325,50,KF294457.1
3695,chr1,15816,15828,50,KF294457.1
3696,chr1,15849,15863,50,KF294457.1
3697,chr1,16110,16127,50,KF294457.1
3698,chr1,16132,16158,50,KF294457.1
3699,chr1,16416,16434,50,KF294457.1
3700,chr1,16813,16835,50,KF294457.1
3701,chr1,17132,17160,50,KF294457.1
3702,chr1,17349,17370,50,KF294457.1
3703,chr1,17627,17649,50,KF294457.1
3704,chr1,17998,18017,50,KF294457.1
3705,chr1,18178,18200,50,KF294457.1
3706,chr1,18494,18506,50,KF294457.1
3707,chr1,18565,18586,50,KF294457.1
3708,chr1,18796,18812,50,KF294457.1
3709,chr1,18850,18872,50,KF294457.1
3710,chr1,21572,21584,50,KF294457.1
3711,chr1,21846,21866,50,KF294457.1
3712,chr1,22608,22628,50,KF294457.1
3713,chr1,23278,23290,50,KF294457.1
3714,chr1,24029,24044,50,KF294457.1
3715,chr1,24560,24574,50,KF294457.1
3716,chr1,25096,25116,50,KF294457.1
3717,chr1,25229,25249,50,KF294457.1
3718,chr1,26003,26021,50,KF294457.1
3719,chr1,26154,26177,50,KF294457.1
3720,chr1,26629,26650,50,KF294457.1
3721,chr1,26875,26891,50,KF294457.1
3722,chr1,27424,27445,50,KF294457.1
3723,chr1,27868,27882,50,KF294457.1
3724,chr1,28172,28184,50,KF294457.1
3725,chr1,28505,28523,50,KF294457.1
3726,chr1,28721,28733,50,KF294457.1
3727,chr1,29539,29557,50,KF294457.1
3728,chr1,585,601,150,KF294457.1
3729,chr1,1929,1950,150,KF294457.1
3730,chr1,2996,3010,150,KF294457.1
3731,chr1,4544,4566,150,KF294457.1
3732,chr1,4901,4917,150,KF294457.1
3733,chr1,10459,10479,150,KF294457.1
3734,chr1,13054,13070,150,KF294457.1
3735,chr1,13401,13417,150,KF294457.1
3736,chr1,13851,13871,150,KF294457.1
3737,chr1,13873,13893,150,KF294457.1
3738,chr1,16134,16157,150,KF294457.1
3739,chr1,17133,17159,150,KF294457.1
3740,chr1,17999,18016,150,KF294457.1
3741,chr1,18180,18196,150,KF294457.1
3742,chr1,18567,18581,150,KF294457.1
3743,chr1,18851,18871,150,KF294457.1
3744,chr1,21847,21866,150,KF294457.1
3745,chr1,26157,26177,150,KF294457.1
3746,chr1,26632,26646,150,KF294457.1
3747,chr1,26879,26891,150,KF294457.1
3748,chr1,589,601,300,KF294457.1
3749,chr1,1932,1950,300,KF294457.1
3750,chr1,10463,10479,300,KF294457.1
3751,chr1,13054,13070,300,KF294457.1
3752,chr1,13851,13868,300,KF294457.1
3753,chr1,13873,13893,300,KF294457.1
3754,chr1,16135,16157,300,KF294457.1
3755,chr1,17134,17159,300,KF294457.1
3756,chr1,18853,18871,300,KF294457.1
3757,chr1,26157,26177,300,KF294457.1
3758,chr1,107,123,50,KP886808.1
3759,chr1,235,251,50,KP886808.1
3760,chr1,293,309,50,KP886808.1
3761,chr1,336,352,50,KP886808.1
3762,chr1,387,399,50,KP886808.1
3763,chr1,583,603,50,KP886808.1
3764,chr1,872,894,50,KP886808.1
3765,chr1,1151,1169,50,KP886808.1
3766,chr1,1251,1268,50,KP886808.1
3767,chr1,1329,1345,50,KP886808.1
3768,chr1,1514,1532,50,KP886808.1
3769,chr1,1899,1922,50,KP886808.1
3770,chr1,2420,2432,50,KP886808.1
3771,chr1,2710,2722,50,KP886808.1
3772,chr1,2871,2891,50,KP886808.1
3773,chr1,3014,3031,50,KP886808.1
3774,chr1,3411,3423,50,KP886808.1
3775,chr1,3679,3703,50,KP886808.1
3776,chr1,4567,4592,50,KP886808.1
3777,chr1,5326,5342,50,KP886808.1
3778,chr1,5545,5569,50,KP886808.1
3779,chr1,6680,6692,50,KP886808.1
3780,chr1,7439,7462,50,KP886808.1
3781,chr1,7680,7702,50,KP886808.1
3782,chr1,8254,8272,50,KP886808.1
3783,chr1,8531,8543,50,KP886808.1
3784,chr1,9153,9165,50,KP886808.1
3785,chr1,9302,9314,50,KP886808.1
3786,chr1,10486,10508,50,KP886808.1
3787,chr1,10562,10578,50,KP886808.1
3788,chr1,10768,10784,50,KP886808.1
3789,chr1,11055,11069,50,KP886808.1
3790,chr1,11082,11106,50,KP886808.1
3791,chr1,11469,11483,50,KP886808.1
3792,chr1,11792,11804,50,KP886808.1
3793,chr1,11954,11966,50,KP886808.1
3794,chr1,12339,12361,50,KP886808.1
3795,chr1,12461,12478,50,KP886808.1
3796,chr1,13082,13104,50,KP886808.1
3797,chr1,13367,13388,50,KP886808.1
3798,chr1,13430,13447,50,KP886808.1
3799,chr1,13880,13898,50,KP886808.1
3800,chr1,13901,13922,50,KP886808.1
3801,chr1,14502,14518,50,KP886808.1
3802,chr1,15334,15357,50,KP886808.1
3803,chr1,15846,15858,50,KP886808.1
3804,chr1,15879,15893,50,KP886808.1
3805,chr1,16133,16157,50,KP886808.1
3806,chr1,16446,16464,50,KP886808.1
3807,chr1,16872,16884,50,KP886808.1
3808,chr1,17160,17191,50,KP886808.1
3809,chr1,18029,18047,50,KP886808.1
3810,chr1,18184,18202,50,KP886808.1
3811,chr1,18208,18230,50,KP886808.1
3812,chr1,18518,18537,50,KP886808.1
3813,chr1,18758,18780,50,KP886808.1
3814,chr1,18826,18842,50,KP886808.1
3815,chr1,18977,18997,50,KP886808.1
3816,chr1,19823,19843,50,KP886808.1
3817,chr1,20390,20403,50,KP886808.1
3818,chr1,20410,20430,50,KP886808.1
3819,chr1,21876,21896,50,KP886808.1
3820,chr1,22503,22524,50,KP886808.1
3821,chr1,22638,22656,50,KP886808.1
3822,chr1,22865,22883,50,KP886808.1
3823,chr1,22970,22992,50,KP886808.1
3824,chr1,23871,23890,50,KP886808.1
3825,chr1,24054,24071,50,KP886808.1
3826,chr1,24587,24601,50,KP886808.1
3827,chr1,26030,26048,50,KP886808.1
3828,chr1,26181,26204,50,KP886808.1
3829,chr1,26242,26264,50,KP886808.1
3830,chr1,26654,26670,50,KP886808.1
3831,chr1,26899,26915,50,KP886808.1
3832,chr1,27397,27417,50,KP886808.1
3833,chr1,27448,27469,50,KP886808.1
3834,chr1,27955,27973,50,KP886808.1
3835,chr1,28536,28554,50,KP886808.1
3836,chr1,28752,28764,50,KP886808.1
3837,chr1,29570,29588,50,KP886808.1
3838,chr1,585,601,150,KP886808.1
3839,chr1,874,894,150,KP886808.1
3840,chr1,1151,1169,150,KP886808.1
3841,chr1,1255,1267,150,KP886808.1
3842,chr1,1900,1921,150,KP886808.1
3843,chr1,3411,3423,150,KP886808.1
3844,chr1,3681,3702,150,KP886808.1
3845,chr1,4571,4589,150,KP886808.1
3846,chr1,5547,5565,150,KP886808.1
3847,chr1,7440,7460,150,KP886808.1
3848,chr1,7690,7702,150,KP886808.1
3849,chr1,10486,10506,150,KP886808.1
3850,chr1,12339,12359,150,KP886808.1
3851,chr1,13084,13100,150,KP886808.1
3852,chr1,13883,13897,150,KP886808.1
3853,chr1,13903,13919,150,KP886808.1
3854,chr1,15335,15355,150,KP886808.1
3855,chr1,17160,17190,150,KP886808.1
3856,chr1,18210,18226,150,KP886808.1
3857,chr1,18760,18779,150,KP886808.1
3858,chr1,20414,20428,150,KP886808.1
3859,chr1,21877,21895,150,KP886808.1
3860,chr1,22510,22524,150,KP886808.1
3861,chr1,22869,22881,150,KP886808.1
3862,chr1,24054,24070,150,KP886808.1
3863,chr1,26184,26204,150,KP886808.1
3864,chr1,26903,26915,150,KP886808.1
3865,chr1,589,601,300,KP886808.1
3866,chr1,876,890,300,KP886808.1
3867,chr1,1155,1167,300,KP886808.1
3868,chr1,1901,1920,300,KP886808.1
3869,chr1,3411,3423,300,KP886808.1
3870,chr1,3681,3701,300,KP886808.1
3871,chr1,5547,5563,300,KP886808.1
3872,chr1,7442,7460,300,KP886808.1
3873,chr1,10488,10506,300,KP886808.1
3874,chr1,12343,12359,300,KP886808.1
3875,chr1,13084,13100,300,KP886808.1
3876,chr1,13903,13919,300,KP886808.1
3877,chr1,15335,15355,300,KP886808.1
3878,chr1,17162,17190,300,KP886808.1
3879,chr1,18760,18778,300,KP886808.1
3880,chr1,22869,22881,300,KP886808.1
3881,chr1,26184,26204,300,KP886808.1
3882,chr1,107,123,50,KP886809.1
3883,chr1,235,251,50,KP886809.1
3884,chr1,293,309,50,KP886809.1
3885,chr1,336,352,50,KP886809.1
3886,chr1,387,399,50,KP886809.1
3887,chr1,583,603,50,KP886809.1
3888,chr1,872,894,50,KP886809.1
3889,chr1,1151,1169,50,KP886809.1
3890,chr1,1251,1268,50,KP886809.1
3891,chr1,1329,1345,50,KP886809.1
3892,chr1,1514,1532,50,KP886809.1
3893,chr1,1899,1922,50,KP886809.1
3894,chr1,2420,2432,50,KP886809.1
3895,chr1,2710,2722,50,KP886809.1
3896,chr1,2871,2891,50,KP886809.1
3897,chr1,3014,3031,50,KP886809.1
3898,chr1,3411,3423,50,KP886809.1
3899,chr1,3679,3703,50,KP886809.1
3900,chr1,4567,4592,50,KP886809.1
3901,chr1,4875,4893,50,KP886809.1
3902,chr1,5326,5342,50,KP886809.1
3903,chr1,5545,5569,50,KP886809.1
3904,chr1,6680,6692,50,KP886809.1
3905,chr1,7439,7462,50,KP886809.1
3906,chr1,7680,7702,50,KP886809.1
3907,chr1,8254,8272,50,KP886809.1
3908,chr1,8531,8543,50,KP886809.1
3909,chr1,9153,9165,50,KP886809.1
3910,chr1,9302,9314,50,KP886809.1
3911,chr1,10486,10508,50,KP886809.1
3912,chr1,10562,10578,50,KP886809.1
3913,chr1,10768,10784,50,KP886809.1
3914,chr1,11055,11069,50,KP886809.1
3915,chr1,11082,11106,50,KP886809.1
3916,chr1,11469,11483,50,KP886809.1
3917,chr1,11792,11804,50,KP886809.1
3918,chr1,11954,11966,50,KP886809.1
3919,chr1,12339,12361,50,KP886809.1
3920,chr1,12461,12478,50,KP886809.1
3921,chr1,13084,13104,50,KP886809.1
3922,chr1,13430,13447,50,KP886809.1
3923,chr1,13880,13898,50,KP886809.1
3924,chr1,13901,13922,50,KP886809.1
3925,chr1,14502,14518,50,KP886809.1
3926,chr1,15334,15357,50,KP886809.1
3927,chr1,15846,15858,50,KP886809.1
3928,chr1,15879,15893,50,KP886809.1
3929,chr1,16133,16157,50,KP886809.1
3930,chr1,16446,16464,50,KP886809.1
3931,chr1,16872,16884,50,KP886809.1
3932,chr1,17160,17191,50,KP886809.1
3933,chr1,18029,18047,50,KP886809.1
3934,chr1,18184,18202,50,KP886809.1
3935,chr1,18208,18230,50,KP886809.1
3936,chr1,18518,18537,50,KP886809.1
3937,chr1,18758,18780,50,KP886809.1
3938,chr1,18826,18842,50,KP886809.1
3939,chr1,18977,18997,50,KP886809.1
3940,chr1,19823,19843,50,KP886809.1
3941,chr1,20390,20403,50,KP886809.1
3942,chr1,20410,20430,50,KP886809.1
3943,chr1,21876,21896,50,KP886809.1
3944,chr1,22503,22524,50,KP886809.1
3945,chr1,22638,22656,50,KP886809.1
3946,chr1,22865,22883,50,KP886809.1
3947,chr1,22970,22992,50,KP886809.1
3948,chr1,23871,23890,50,KP886809.1
3949,chr1,24054,24071,50,KP886809.1
3950,chr1,24587,24601,50,KP886809.1
3951,chr1,26030,26048,50,KP886809.1
3952,chr1,26181,26204,50,KP886809.1
3953,chr1,26242,26264,50,KP886809.1
3954,chr1,26654,26670,50,KP886809.1
3955,chr1,26899,26915,50,KP886809.1
3956,chr1,27397,27417,50,KP886809.1
3957,chr1,27448,27469,50,KP886809.1
3958,chr1,27955,27973,50,KP886809.1
3959,chr1,28536,28554,50,KP886809.1
